# Results for 100
Insert Times (s),Remove Times (s),Find Times (s)
0.0000156000,0.0000050000,0.0000001000
0.0000275000,0.0000018000,0.0000002000
0.0000313000,0.0000030000,0.0000001000
0.0000117000,0.0000006000,0.0000001000
0.0000278000,0.0000006000,0.0000001000
0.0000107000,0.0000005000,0.0000002000
0.0000028000,0.0000005000,0.0000001000
0.0000170000,0.0000005000,0.0000002000
0.0000229999,0.0000006000,0.0000001000
0.0000312000,0.0000005000,0.0000001000
0.0000208000,0.0000025000,0.0000001000
0.0000176000,0.0000070999,0.0000001000
0.0000646999,0.0000018000,0.0000001000
0.0001006001,0.0002591000,0.0000001000
0.0000415001,0.0000015000,0.0000001000
0.0000056000,0.0000011000,0.0000001000
0.0000114001,0.0000008000,0.0000001000
0.0000140000,0.0000008000,0.0000001000
0.0000129000,0.0000063999,0.0000000999
0.0000166000,0.0000055000,0.0000001000
0.0000105000,0.0000014000,0.0000001000
0.0000166000,0.0000013000,0.0000002000
0.0000068001,0.0000016000,0.0000003000
0.0000150000,0.0000011000,0.0000002000
0.0000140000,0.0000010000,0.0000002000
0.0000221001,0.0000010000,0.0000001000
0.0000928000,0.0000026999,0.0000001000
0.0000534001,0.0000049000,0.0000001000
0.0000381999,0.0000059999,0.0000001000
0.0000200000,0.0000016000,0.0000001000
0.0000476000,0.0000006000,0.0000001000
0.0000105000,0.0000007000,0.0000001000
0.0000406001,0.0000006000,0.0000001000
0.0000152000,0.0000005000,0.0000001000
0.0000646000,0.0000005000,0.0000001000
0.0000473000,0.0000005000,0.0000001000
0.0000150000,0.0000006000,0.0000001000
0.0000288000,0.0000005000,0.0000001000
0.0000454001,0.0000239999,0.0000001000
0.0000054000,0.0000029000,0.0000001000
0.0000248000,0.0000036000,0.0000001000
0.0000216000,0.0000039000,0.0000001000
0.0000513000,0.0000010000,0.0000002000
0.0000085999,0.0000015000,0.0000001000
0.0000244000,0.0000010000,0.0000002000
0.0000218999,0.0000023000,0.0000002000
0.0000787999,0.0000031000,0.0000001000
0.0000039000,0.0000027000,0.0000001000
0.0000162000,0.0000014000,0.0000001000
0.0000297001,0.0000009000,0.0000001000
0.0000515000,0.0000017999,0.0000002000
0.0000558000,0.0000013000,0.0000001000
0.0002084000,0.0000005000,0.0000001000
0.0000271000,0.0000006000,0.0000001000
0.0012878000,0.0000005000,0.0000001000
0.0003896999,0.0000063999,0.0000001000
0.0012412000,0.0000048000,0.0000001000
0.0004839001,0.0000018000,0.0000003000
0.0000492000,0.0000010000,0.0000001000
0.0001799000,0.0000006000,0.0000001000
0.0050658999,0.0000012000,0.0000001000
0.0000103000,0.0000009000,0.0000001000
0.0000373001,0.0000008000,0.0000001000
0.0001183000,0.0000006000,0.0000001000
0.0000125000,0.0000006000,0.0000003000
0.0000065000,0.0000097001,0.0000002000
0.0000068001,0.0000032000,0.0000001000
0.0000664000,0.0000020000,0.0000002000
0.0000112001,0.0000012000,0.0000001000
0.0000964999,0.0000028999,0.0000001000
0.0001957001,0.0000010000,0.0000001000
0.0000906000,0.0000006000,0.0000001000
0.0002577000,0.0000004000,0.0000001000
0.0000784000,0.0000006000,0.0000001000
0.0000207999,0.0000008000,0.0000001000
0.0001407999,0.0000007000,0.0000002000
0.0000156000,0.0000022999,0.0000001000
0.0002599000,0.0000031999,0.0000001000
0.0000680001,0.0000014000,0.0000001000
0.0000748000,0.0000011000,0.0000001000
0.0001714000,0.0000019000,0.0000001000
0.0000896000,0.0000009000,0.0000001000
0.0001698000,0.0000005000,0.0000001000
0.0000920000,0.0000014000,0.0000001000
0.0002570000,0.0000013000,0.0000001000
0.0002635000,0.0000005000,0.0000003000
0.0000394001,0.0000022000,0.0000001000
0.0000681001,0.0000024000,0.0000001000
0.0007383999,0.0000029000,0.0000001000
0.0001522000,0.0000016000,0.0000001000
0.0005838999,0.0000005000,0.0000001000
0.0001745000,0.0000005000,0.0000001000
0.0000350000,0.0000005000,0.0000001000
0.0002970999,0.0000005000,0.0000001000
0.0000967000,0.0000011000,0.0000001000
0.0000733000,0.0000007000,0.0000001000
0.0002761000,0.0000006000,0.0000001000
0.0001711000,0.0000005000,0.0000002000
0.0002789000,0.0000023000,0.0000002000
0.0000146000,0.0000058000,0.0000001000
0.0004230000,0.0000015000,0.0000001000
0.0002978001,0.0000007999,0.0000001000
0.0005545000,0.0000005000,0.0000001000
0.0003743001,0.0000006000,0.0000001000
0.0000866000,0.0000005000,0.0000001000
0.0004849001,0.0000008000,0.0000001000
0.0001640000,0.0000009999,0.0000001000
0.0000138000,0.0000011000,0.0000001000
0.0000495000,0.0000005000,0.0000002000
0.0000747000,0.0000010000,0.0000001000
0.0043927999,0.0000022000,0.0000001000
0.0002778000,0.0000019000,0.0000001000
0.0001042000,0.0000018000,0.0000001000
0.0001254999,0.0000005000,0.0000001000
