# Results for 10000
Insert Times (s),Remove Times (s),Find Times (s)
0.0000373001,0.0000008000,0.0000001000
0.0001183000,0.0000006000,0.0000001000
0.0000125000,0.0000006000,0.0000003000
0.0000065000,0.0000097001,0.0000002000
0.0000068001,0.0000032000,0.0000001000
0.0000664000,0.0000020000,0.0000002000
0.0000112001,0.0000012000,0.0000001000
0.0000964999,0.0000028999,0.0000001000
0.0001957001,0.0000010000,0.0000001000
0.0000906000,0.0000006000,0.0000001000
0.0002577000,0.0000004000,0.0000001000
0.0000784000,0.0000006000,0.0000001000
0.0000207999,0.0000008000,0.0000001000
0.0001407999,0.0000007000,0.0000002000
0.0000156000,0.0000022999,0.0000001000
0.0002599000,0.0000031999,0.0000001000
0.0000680001,0.0000014000,0.0000001000
0.0000748000,0.0000011000,0.0000001000
0.0001714000,0.0000019000,0.0000001000
0.0000896000,0.0000009000,0.0000001000
0.0001698000,0.0000005000,0.0000001000
0.0000920000,0.0000014000,0.0000001000
0.0002570000,0.0000013000,0.0000001000
0.0002635000,0.0000005000,0.0000003000
0.0000394001,0.0000022000,0.0000001000
0.0000681001,0.0000024000,0.0000001000
0.0007383999,0.0000029000,0.0000001000
0.0001522000,0.0000016000,0.0000001000
0.0005838999,0.0000005000,0.0000001000
0.0001745000,0.0000005000,0.0000001000
0.0000350000,0.0000005000,0.0000001000
0.0002970999,0.0000005000,0.0000001000
0.0000967000,0.0000011000,0.0000001000
0.0000733000,0.0000007000,0.0000001000
0.0002761000,0.0000006000,0.0000001000
0.0001711000,0.0000005000,0.0000002000
0.0002789000,0.0000023000,0.0000002000
0.0000146000,0.0000058000,0.0000001000
0.0004230000,0.0000015000,0.0000001000
0.0002978001,0.0000007999,0.0000001000
0.0005545000,0.0000005000,0.0000001000
0.0003743001,0.0000006000,0.0000001000
0.0000866000,0.0000005000,0.0000001000
0.0004849001,0.0000008000,0.0000001000
0.0001640000,0.0000009999,0.0000001000
0.0000138000,0.0000011000,0.0000001000
0.0000495000,0.0000005000,0.0000002000
0.0000747000,0.0000010000,0.0000001000
0.0043927999,0.0000022000,0.0000001000
0.0002778000,0.0000019000,0.0000001000
0.0001042000,0.0000018000,0.0000001000
0.0001254999,0.0000005000,0.0000001000
0.0000070999,0.0000005000,0.0000001000
0.0000048000,0.0002204000,0.0000001000
0.0000088000,0.0000030999,0.0000001000
0.0000062999,0.0000024000,0.0000001000
0.0000170000,0.0000011000,0.0000001000
0.0000104000,0.0000010000,0.0000001000
0.0000044000,0.0000010000,0.0000001000
0.0000071001,0.0000007000,0.0000001000
0.0000046000,0.0000005000,0.0000001000
0.0000069001,0.0000006000,0.0000002000
0.0000054000,0.0000013999,0.0000001000
0.0000052999,0.0000026000,0.0000002000
0.0000045000,0.0000021000,0.0000003000
0.0000030000,0.0000006000,0.0000001000
0.0000045999,0.0000005000,0.0000001000
0.0000069999,0.0000014999,0.0000001000
0.0000139000,0.0000015000,0.0000001000
0.0000068999,0.0000018000,0.0000001000
0.0000093000,0.0000013000,0.0000001000
0.0000046000,0.0000008000,0.0000001000
0.0000156000,0.0000051000,0.0000001000
0.0000139000,0.0000017000,0.0000003000
0.0000068999,0.0000020000,0.0000001000
0.0000123000,0.0000014000,0.0000001000
0.0000076999,0.0000022000,0.0000001000
0.0000138000,0.0000012000,0.0000001000
0.0000255001,0.0000009999,0.0000001000
0.0000223001,0.0000013000,0.0000001000
0.0000106000,0.0000020000,0.0000001000
0.0000107001,0.0000031000,0.0000001000
0.0000209000,0.0000039999,0.0000001000
0.0000162000,0.0000024000,0.0000002000
0.0000045000,0.0000017999,0.0000003000
0.0001015000,0.0000007000,0.0000001000
0.0000106000,0.0000008000,0.0000001000
0.0000188000,0.0000009000,0.0000001000
0.0000062000,0.0000005000,0.0000001000
0.0000809000,0.0000006000,0.0000001000
0.0000324000,0.0000005000,0.0000001000
0.0000373999,0.0000005000,0.0000002000
0.0001025001,0.0000005000,0.0000001000
0.0000290000,0.0000036000,0.0000001000
0.0000082999,0.0000059000,0.0000001000
0.0000249000,0.0000016000,0.0000001000
0.0000132000,0.0000013000,0.0000001000
0.0000146000,0.0000012000,0.0000001000
0.0000485000,0.0000011000,0.0000001000
0.0000395001,0.0000006000,0.0000001000
0.0000503000,0.0000005000,0.0000001000
0.0000157000,0.0000006000,0.0000001000
0.0000566001,0.0000005000,0.0000001000
0.0000337000,0.0000006000,0.0000001000
0.0000264000,0.0000009999,0.0000001000
0.0000351000,0.0000017000,0.0000001000
0.0000354999,0.0000016000,0.0000001000
0.0000142000,0.0000020000,0.0000001000
0.0000209000,0.0000023999,0.0000001000
0.0000274000,0.0000011000,0.0000001000
0.0000262000,0.0000005000,0.0000001000
0.0000113000,0.0000007000,0.0000001000
0.0000399000,0.0000005000,0.0000001000
0.0000347999,0.0000005000,0.0000001000
0.0000306000,0.0000005000,0.0000001000
0.0000390001,0.0000043999,0.0000002000
0.0001102000,0.0000014000,0.0000001000
0.0000677000,0.0000016000,0.0000001000
0.0002352999,0.0000124001,0.0000001000
0.0000395001,0.0000016000,0.0000001000
0.0000072001,0.0000007000,0.0000001000
0.0000545001,0.0000006000,0.0000001000
0.0000062999,0.0000005000,0.0000001000
0.0000591000,0.0000005000,0.0000001000
0.0000629000,0.0000007000,0.0000001000
0.0000623999,0.0000006000,0.0000001000
0.0000533999,0.0000005000,0.0000001000
0.0000442000,0.0000030000,0.0000001000
0.0000317000,0.0000020000,0.0000002000
0.0000106000,0.0000022000,0.0000001000
0.0000515000,0.0000021000,0.0000001000
0.0000203999,0.0000011000,0.0000001000
0.0000434000,0.0000006000,0.0000001000
0.0000493000,0.0000006000,0.0000001000
0.0000243000,0.0000005000,0.0000001000
0.0000389999,0.0000005000,0.0000001000
0.0000092000,0.0000007000,0.0000001000
0.0000414001,0.0000008000,0.0000001000
0.0000526001,0.0000005000,0.0000001000
0.0000286000,0.0000048000,0.0000001000
0.0000273000,0.0000018999,0.0000001000
0.0000578000,0.0000022000,0.0000001000
0.0000309000,0.0000019000,0.0000001000
0.0000416000,0.0000006000,0.0000003000
0.0000052999,0.0000006000,0.0000003000
0.0000418000,0.0000005000,0.0000002000
0.0000399000,0.0000005999,0.0000002000
0.0000433000,0.0000006000,0.0000001000
0.0000232999,0.0000005000,0.0000001000
0.0000435000,0.0000030000,0.0000004000
0.0000405000,0.0000005000,0.0000001000
0.0000544001,0.0000108000,0.0000001000
0.0000910001,0.0000023000,0.0000001000
0.0000069999,0.0000019000,0.0000001000
0.0000040999,0.0000014000,0.0000001000
0.0000058999,0.0001712000,0.0000001000
0.0000032000,0.0000019000,0.0000001000
0.0000029000,0.0000011000,0.0000002000
0.0000030000,0.0000007000,0.0000018000
0.0000033000,0.0000007000,0.0000002000
0.0000058000,0.0000012000,0.0000001000
0.0000078001,0.0000006000,0.0000001000
0.0000062999,0.0000007000,0.0000001000
0.0000111001,0.0000022000,0.0000001000
0.0000029000,0.0000082001,0.0000001000
0.0000146000,0.0000024000,0.0000001000
0.0000116000,0.0000014000,0.0000001000
0.0000038000,0.0000025000,0.0000001000
0.0000079001,0.0000010000,0.0000001000
0.0000098001,0.0000016000,0.0000001000
0.0000159000,0.0000012000,0.0000001000
0.0000037999,0.0000007000,0.0000001000
0.0000175999,0.0000022000,0.0000001000
0.0000098000,0.0000099000,0.0000001000
0.0000283000,0.0000016000,0.0000001000
0.0000068001,0.0000008000,0.0000001000
0.0000168000,0.0000019000,0.0000001000
0.0000264000,0.0000022000,0.0000001000
0.0000149000,0.0000012000,0.0000001000
0.0000178000,0.0000005000,0.0000001000
0.0000055000,0.0000042000,0.0000001000
0.0000047999,0.0000019000,0.0000001000
0.0000156000,0.0000215000,0.0000001000
0.0000137000,0.0000016000,0.0000001000
0.0000049000,0.0000007000,0.0000001000
0.0000189000,0.0000013000,0.0000001000
0.0000176000,0.0000006000,0.0000001000
0.0000091000,0.0000018000,0.0000001000
0.0000339000,0.0000016000,0.0000002000
0.0000147000,0.0000007000,0.0000004000
0.0000066001,0.0000006000,0.0000001000
0.0000291001,0.0000006000,0.0000001000
0.0000133000,0.0000017000,0.0000000999
0.0000257000,0.0000082999,0.0000002000
0.0000242000,0.0000017000,0.0000002000
0.0000066999,0.0000009000,0.0000001000
0.0000346000,0.0000013000,0.0000002000
0.0000407001,0.0000019000,0.0000003000
0.0000026000,0.0000028000,0.0000004000
0.0000288000,0.0000008000,0.0000003000
0.0000394001,0.0000006000,0.0000001000
0.0000048999,0.0000005000,0.0000001000
0.0000189000,0.0000054000,0.0000001000
0.0000707000,0.0000015000,0.0000001000
0.0000079999,0.0000020999,0.0000001000
0.0000317000,0.0000017000,0.0000001000
0.0000086999,0.0000014000,0.0000002000
0.0000458000,0.0000016000,0.0000002000
0.0000889000,0.0000005000,0.0000002000
0.0000143000,0.0000005000,0.0000002000
0.0000373999,0.0000005000,0.0000002000
0.0000229999,0.0000005000,0.0000002000
0.0000241000,0.0000072001,0.0000002000
0.0000324999,0.0000046000,0.0000001000
0.0000370999,0.0000024000,0.0000002000
0.0000203000,0.0000007000,0.0000003000
0.0000515000,0.0000011000,0.0000002000
0.0000381999,0.0000010000,0.0000002000
0.0000122000,0.0000007999,0.0000002000
0.0000314000,0.0000005000,0.0000001000
0.0000042000,0.0000005000,0.0000002000
0.0000216999,0.0000005000,0.0000001000
0.0000256000,0.0000005000,0.0000001000
0.0000173000,0.0000005000,0.0000002000
0.0000063999,0.0000024000,0.0000004000
0.0000380999,0.0000029000,0.0000002000
0.0000167000,0.0000020999,0.0000002000
0.0000525999,0.0000016000,0.0000001000
0.0000149000,0.0000017000,0.0000002000
0.0000154000,0.0000006000,0.0000001000
0.0003695999,0.0000006000,0.0000001000
0.0001531000,0.0000005000,0.0000001000
0.0000173000,0.0000005000,0.0000002000
0.0000079001,0.0000004999,0.0000002000
0.0000493000,0.0000018000,0.0000001000
0.0000197000,0.0000017000,0.0000004000
0.0000327000,0.0000019000,0.0000002000
0.0000727000,0.0000015000,0.0000002000
0.0003212000,0.0000011000,0.0000002000
0.0002667001,0.0000016999,0.0000001000
0.0000876000,0.0000006000,0.0000002000
0.0000287000,0.0000005000,0.0000001000
0.0000321999,0.0000006000,0.0000002000
0.0000187000,0.0000006000,0.0000002000
0.0000455000,0.0000005000,0.0000002000
0.0000383999,0.0000031000,0.0000002000
0.0000041999,0.0000015000,0.0000002000
0.0000381999,0.0000016000,0.0000001000
0.0000089000,0.0000011000,0.0000002000
0.0000609000,0.0000010000,0.0000001000
0.0000289000,0.0000007000,0.0000002000
0.0000328000,0.0000007000,0.0000001000
0.0000230001,0.0000007999,0.0000002000
0.0000137000,0.0000004999,0.0000002000
0.0000411001,0.0000005000,0.0000002000
0.0000511000,0.0000005000,0.0000002000
0.0000487000,0.0000024000,0.0000002000
0.0000063999,0.0000016000,0.0000002000
0.0000563000,0.0000029000,0.0000002000
0.0017498001,0.0000018000,0.0000002000
0.0000671000,0.0000016000,0.0000002000
0.0000407000,0.0000010000,0.0000002000
0.0000266000,0.0000006000,0.0000001000
0.0000524000,0.0000006000,0.0000002000
0.0000093000,0.0000006000,0.0000002000
0.0000523999,0.0000006000,0.0000002000
0.0000109000,0.0000074999,0.0000002000
0.0000539001,0.0000064000,0.0000002000
0.0000207000,0.0000024000,0.0000001000
0.0000457000,0.0000016000,0.0000001000
0.0000067999,0.0000006000,0.0000002000
0.0000734000,0.0000007000,0.0000002000
0.0000053999,0.0000006000,0.0000002000
0.0000280000,0.0000006000,0.0000002000
0.0000362000,0.0000005999,0.0000004000
0.0000026999,0.0000007000,0.0000001000
0.0000435000,0.0000006000,0.0000002000
0.0000230999,0.0000033000,0.0000002000
0.0000268000,0.0000036000,0.0000002000
0.0000453000,0.0000022000,0.0000001000
0.0000401000,0.0000005999,0.0000001000
0.0000461000,0.0000006000,0.0000001000
0.0000380001,0.0000005000,0.0000002000
0.0000660000,0.0000008000,0.0000002000
0.0000290000,0.0000005000,0.0000002000
0.0000176000,0.0000006000,0.0000002000
0.0000454000,0.0000005000,0.0000001000
0.0000601000,0.0000005000,0.0000002000
0.0000083999,0.0000045000,0.0000002000
0.0000098000,0.0000053000,0.0000002000
0.0000553001,0.0000016000,0.0000002000
0.0000064000,0.0000012000,0.0000002000
0.0000186000,0.0000007000,0.0000001999
0.0000485000,0.0000015000,0.0000002000
0.0000078001,0.0000006000,0.0000002000
0.0000667000,0.0000007000,0.0000001000
0.0000717001,0.0000006000,0.0000002000
0.0000638000,0.0000007000,0.0000002000
0.0000451001,0.0000045000,0.0000002000
0.0001989000,0.0000022000,0.0000002000
0.0000651000,0.0000017000,0.0000004000
0.0000127000,0.0000009000,0.0000003000
0.0001138001,0.0000006000,0.0000002000
0.0001001999,0.0000007000,0.0000002000
0.0000169000,0.0000008000,0.0000002000
0.0000718000,0.0000006000,0.0000002000
0.0000386001,0.0000006000,0.0000002000
0.0000048000,0.0000006000,0.0000002000
0.0000207999,0.0000006000,0.0000002000
0.0001103000,0.0000021000,0.0000001000
0.0001950001,0.0000018000,0.0000002000
0.0000224001,0.0000006000,0.0000001000
0.0000651000,0.0000007000,0.0000002000
0.0000178000,0.0000007000,0.0000001000
0.0000315000,0.0000006000,0.0000001000
0.0000939999,0.0000006000,0.0000001000
0.0001190000,0.0000006000,0.0000001000
0.0001276000,0.0000006000,0.0000001000
0.0001252000,0.0000006000,0.0000002000
0.0000579000,0.0000084001,0.0000001000
0.0000678999,0.0000033000,0.0000002000
0.0001079000,0.0000017000,0.0000001000
0.0001107000,0.0000006000,0.0000002000
0.0000261000,0.0000006000,0.0000002000
0.0005559000,0.0000007000,0.0000001000
0.0000599000,0.0000007000,0.0000001000
0.0000095000,0.0000007000,0.0000001000
0.0000397001,0.0000006000,0.0000001000
0.0000903000,0.0000006000,0.0000002000
0.0000168000,0.0000006000,0.0000001000
0.0005611000,0.0000026000,0.0000002000
0.0001697999,0.0000019000,0.0000002000
0.0000279000,0.0000012000,0.0000001000
0.0000157000,0.0000008999,0.0000001000
0.0000029000,0.0000006000,0.0000002000
0.0000372001,0.0000007000,0.0000002000
0.0000545001,0.0000006000,0.0000002000
0.0000869001,0.0000006000,0.0000004000
0.0000409000,0.0000006000,0.0000002000
0.0000937000,0.0000007000,0.0000002000
0.0000541001,0.0000008000,0.0000002000
0.0000539001,0.0000017000,0.0000001000
0.0000481000,0.0000022000,0.0000001000
0.0000596000,0.0000016000,0.0000002000
0.0000088000,0.0000008000,0.0000001000
0.0000101000,0.0000006000,0.0000002000
0.0000832001,0.0000007000,0.0000002000
0.0000049000,0.0000006000,0.0000002000
0.0001244000,0.0000006000,0.0000002000
0.0001083000,0.0000006999,0.0000002000
0.0001181001,0.0000007000,0.0000001000
0.0000209000,0.0000031999,0.0000002000
0.0000969000,0.0000102001,0.0000002000
0.0000243000,0.0000023999,0.0000002000
0.0000610000,0.0000007000,0.0000001000
0.0000652000,0.0000005000,0.0000002000
0.0000350000,0.0000006000,0.0000002000
0.0000494000,0.0000005000,0.0000002000
0.0001201001,0.0000005000,0.0000002000
0.0000401000,0.0000008000,0.0000002000
0.0000420000,0.0000027000,0.0000002000
0.0001311000,0.0000061000,0.0000002000
0.0000778000,0.0000015000,0.0000002000
0.0000111000,0.0000006999,0.0000002000
0.0001323000,0.0000016000,0.0000001000
0.0001261999,0.0000007000,0.0000001000
0.0001680000,0.0000006000,0.0000001000
0.0002034000,0.0000007000,0.0000002000
0.0002127000,0.0000009000,0.0000001000
0.0001329000,0.0000009000,0.0000001000
0.0001063000,0.0000017999,0.0000001000
0.0001369001,0.0000047000,0.0000002000
0.0001031001,0.0000015000,0.0000002000
0.0000667000,0.0000011000,0.0000001000
0.0000759000,0.0000006000,0.0000002000
0.0001573999,0.0000013000,0.0000001000
0.0000747000,0.0000008000,0.0000002000
0.0000659000,0.0000007000,0.0000001000
0.0000103000,0.0000011000,0.0000001000
0.0000867001,0.0000006000,0.0000001000
0.0001038000,0.0000171999,0.0000002000
0.0000669999,0.0000022000,0.0000003000
0.0000136000,0.0000014000,0.0000001000
0.0000771999,0.0000007000,0.0000002000
0.0000653999,0.0000007000,0.0000001000
0.0000879000,0.0000006000,0.0000002000
0.0000637000,0.0000006000,0.0000001000
0.0000781000,0.0000012000,0.0000001000
0.0000735001,0.0000010000,0.0000002000
0.0000090001,0.0000006999,0.0000001000
0.0000819000,0.0000072001,0.0000001000
0.0000356000,0.0000019000,0.0000002000
0.0000888000,0.0000023000,0.0000001000
0.0000522999,0.0000017000,0.0000001000
0.0000036000,0.0000007000,0.0000002000
0.0000372001,0.0000006000,0.0000002000
0.0000064000,0.0000005000,0.0000002000
0.0000160000,0.0000006000,0.0000001000
0.0000759000,0.0000009000,0.0000002000
0.0000738000,0.0000006000,0.0000002000
0.0000485000,0.0000006000,0.0000004000
0.0000238001,0.0000006000,0.0000002000
0.0000461000,0.0000037000,0.0000002000
0.0000195000,0.0000016000,0.0000001000
0.0003437999,0.0000015000,0.0000001000
0.0000474000,0.0000008000,0.0000002000
0.0002503999,0.0000009000,0.0000002000
0.0000932000,0.0000009000,0.0000002000
0.0000526999,0.0000005000,0.0000001000
0.0000132000,0.0000005000,0.0000002000
0.0001025000,0.0000005000,0.0000001000
0.0003165000,0.0000005000,0.0000001000
0.0000657000,0.0000004999,0.0000002000
0.0000737000,0.0000025000,0.0000001000
0.0001112000,0.0000044000,0.0000001000
0.0000967000,0.0000020000,0.0000002000
0.0000394001,0.0000006999,0.0000002000
0.0000123000,0.0000007000,0.0000001000
0.0000621000,0.0000006000,0.0000001000
0.0001651001,0.0000008000,0.0000001999
0.0000784000,0.0000005000,0.0000001000
0.0005954000,0.0000005000,0.0000002000
0.0000697999,0.0000005000,0.0000004000
0.0001075000,0.0000005000,0.0000002000
0.0000870000,0.0000005000,0.0000002000
0.0000503000,0.0000018000,0.0000002000
0.0000505000,0.0000016999,0.0000001000
0.0000525999,0.0000015000,0.0000002000
0.0024810000,0.0000012000,0.0000002000
0.0000126000,0.0000010000,0.0000001000
0.0000793000,0.0000006000,0.0000002000
0.0001146001,0.0000006000,0.0000002000
0.0000522999,0.0000007000,0.0000002000
0.0000566000,0.0000006000,0.0000001000
0.0000679999,0.0000006000,0.0000002000
0.0000788000,0.0000006000,0.0000002000
0.0001099000,0.0000025000,0.0000002000
0.0000463000,0.0000017000,0.0000001000
0.0000737000,0.0000019000,0.0000002000
0.0000619000,0.0000015000,0.0000002000
0.0001053000,0.0000015000,0.0000001000
0.0001032000,0.0000008000,0.0000002000
0.0001109999,0.0000006000,0.0000002000
0.0000443000,0.0000022000,0.0000001000
0.0000230001,0.0000006000,0.0000001000
0.0000506000,0.0000007000,0.0000002000
0.0000839001,0.0000164000,0.0000002000
0.0000414000,0.0000044000,0.0000002000
0.0000144000,0.0000019000,0.0000003000
0.0000285000,0.0000018999,0.0000001000
0.0000396001,0.0000014000,0.0000001000
0.0000995999,0.0000006000,0.0000002000
0.0001000001,0.0000006000,0.0000001000
0.0000574001,0.0000008000,0.0000001000
0.0001235000,0.0000007999,0.0000001000
0.0000444000,0.0000007000,0.0000001000
0.0000127000,0.0000041000,0.0000002000
0.0002360001,0.0000151000,0.0000002000
0.0001390999,0.0000018999,0.0000001000
0.0000244000,0.0000012000,0.0000002000
0.0000449000,0.0000007000,0.0000001000
0.0001164000,0.0000008000,0.0000002000
0.0000739001,0.0000006000,0.0000001000
0.0001371000,0.0000006000,0.0000001000
0.0002966000,0.0000007000,0.0000001000
0.0000840001,0.0000008000,0.0000002000
0.0001235000,0.0000007000,0.0000002000
0.0000743000,0.0000022000,0.0000001000
0.0000281000,0.0000050000,0.0000001000
0.0000107000,0.0000023999,0.0000001000
0.0003770000,0.0000013000,0.0000001000
0.0001993000,0.0000006000,0.0000002000
0.0003755999,0.0000006000,0.0000002000
0.0001523000,0.0000007000,0.0000002000
0.0001775001,0.0000006000,0.0000001000
0.0002548000,0.0000006000,0.0000001000
0.0000299000,0.0000005000,0.0000001000
0.0000111001,0.0000005000,0.0000001000
0.0000130000,0.0000032000,0.0000002000
0.0001047000,0.0000052999,0.0000001000
0.0001054000,0.0000016000,0.0000002000
0.0001824000,0.0000007000,0.0000004000
0.0000884000,0.0000006000,0.0000002000
0.0000670999,0.0000006000,0.0000001000
0.0002902000,0.0000006000,0.0000002000
0.0000151000,0.0000006000,0.0000002000
0.0001146001,0.0000006000,0.0000001000
0.0000470999,0.0000007000,0.0000001000
0.0001089000,0.0000006000,0.0000002000
0.0002186000,0.0000021000,0.0000001000
0.0004366999,0.0000022000,0.0000001000
0.0000546000,0.0000016000,0.0000001000
0.0000436000,0.0000011000,0.0000001000
0.0003565000,0.0000007000,0.0000002000
0.0000923000,0.0000014000,0.0000001000
0.0000757000,0.0000007000,0.0000002000
0.0000901001,0.0000006000,0.0000002000
0.0000246000,0.0000007000,0.0000001000
0.0001000999,0.0000006000,0.0000001000
0.0000850999,0.0000031000,0.0000001000
0.0000790000,0.0000019000,0.0000002000
0.0000574001,0.0000016000,0.0000004000
0.0000727000,0.0000007000,0.0000002000
0.0000434000,0.0000014000,0.0000001000
0.0000840001,0.0000007999,0.0000001000
0.0000145000,0.0000007000,0.0000001000
0.0001057000,0.0000006000,0.0000002000
0.0000571001,0.0000006000,0.0000001000
0.0000845001,0.0000007000,0.0000002000
0.0001151999,0.0000006000,0.0000001000
0.0000355000,0.0000041999,0.0000001000
0.0001342000,0.0000015000,0.0000001000
0.0000202000,0.0000020000,0.0000002000
