# Results for 1000
Insert Times (s),Remove Times (s),Find Times (s)
0.0000138000,0.0000017000,0.0000001000
0.0000460000,0.0000021999,0.0000001000
0.0000112000,0.0000028000,0.0000001000
0.0000190000,0.0000028000,0.0000001000
0.0000139000,0.0000018000,0.0000001000
0.0000220999,0.0000012000,0.0000001000
0.0000643999,0.0000010999,0.0000002000
0.0000389001,0.0005382000,0.0000003000
0.0000697001,0.0000023000,0.0000001000
0.0000724000,0.0000009000,0.0000001000
0.0000197000,0.0000006000,0.0000001000
0.0000216999,0.0000008000,0.0000003000
0.0000232001,0.0000012000,0.0000001000
0.0000494999,0.0000011000,0.0000002000
0.0000479000,0.0000070001,0.0000001000
0.0000233999,0.0000027000,0.0000002000
0.0000385999,0.0000021000,0.0000001000
0.0000545001,0.0000011000,0.0000001000
0.0000608000,0.0000006000,0.0000002000
0.0000260001,0.0000008000,0.0000001000
0.0000430000,0.0000007000,0.0000001000
0.0000336999,0.0000012000,0.0000002000
0.0000465000,0.0000014000,0.0000003000
0.0000366000,0.0000008000,0.0000001000
0.0000235999,0.0000024000,0.0000001000
0.0000380001,0.0000043000,0.0000002000
0.0000230999,0.0000018000,0.0000001000
0.0000550000,0.0000009999,0.0000002000
0.0000208000,0.0000007000,0.0000001000
0.0000766000,0.0000009000,0.0000001000
0.0000673999,0.0000012000,0.0000001000
0.0000591000,0.0000010000,0.0000001000
0.0001278999,0.0000007000,0.0000001000
0.0000661999,0.0000017000,0.0000002000
0.0000883000,0.0000024000,0.0000001000
0.0000165000,0.0000026999,0.0000001000
0.0000566000,0.0000018000,0.0000001000
0.0000505000,0.0000019000,0.0000002000
0.0000116001,0.0000022000,0.0000001000
0.0000350000,0.0000020000,0.0000003000
0.0000439000,0.0000008000,0.0000001000
0.0000351000,0.0000029000,0.0000002000
0.0000102001,0.0000019000,0.0000001000
0.0000250000,0.0000011000,0.0000001000
0.0000363999,0.0000013000,0.0000002000
0.0000244001,0.0000007000,0.0000002000
0.0000172000,0.0000007000,0.0000002000
0.0000144000,0.0000014000,0.0000001000
0.0000091001,0.0000016000,0.0000002000
0.0000665000,0.0000285001,0.0000002000
0.0000794999,0.0000040000,0.0000001000
0.0000508000,0.0000039000,0.0000001000
0.0000313000,0.0000022000,0.0000001000
0.0000701000,0.0000018000,0.0000003000
0.0001055000,0.0000022000,0.0000002000
0.0000553001,0.0000024000,0.0000002000
0.0000362000,0.0000028000,0.0000002000
0.0000540999,0.0000183999,0.0000001000
0.0000164000,0.0000024000,0.0000001000
0.0000420000,0.0000022999,0.0000002000
0.0000395000,0.0000067001,0.0000001000
0.0000225999,0.0000034000,0.0000001000
0.0000560000,0.0000023000,0.0000001000
0.0000154000,0.0000016000,0.0000001000
0.0000199000,0.0000023000,0.0000001000
0.0000766000,0.0000022000,0.0000000999
0.0001449999,0.0000028000,0.0000001000
0.0000586000,0.0000018000,0.0000001000
0.0000446000,0.0000029000,0.0000002000
0.0000317000,0.0000023000,0.0000001000
0.0000130000,0.0000021000,0.0000001000
0.0000525999,0.0000011000,0.0000001000
0.0000533001,0.0000009000,0.0000002000
0.0000334000,0.0000009000,0.0000002000
0.0000226001,0.0000013000,0.0000001000
0.0000079001,0.0000038000,0.0000001000
0.0000261001,0.0000027000,0.0000002000
0.0000210999,0.0000019000,0.0000001000
0.0000496000,0.0000013000,0.0000001000
0.0000105000,0.0000006000,0.0000001000
0.0000342999,0.0000006000,0.0000001000
0.0000152000,0.0000005000,0.0000001000
0.0000466000,0.0000006000,0.0000001000
0.0000172000,0.0000018000,0.0000001000
0.0000264000,0.0000026000,0.0000001000
0.0000456000,0.0000028000,0.0000002000
0.0000335000,0.0000018000,0.0000001000
0.0000684999,0.0000010000,0.0000003000
0.0000153000,0.0000007000,0.0000001000
0.0000072999,0.0000008000,0.0000002000
0.0000550001,0.0000019000,0.0000001000
0.0000376999,0.0000006000,0.0000001000
0.0000265000,0.0000065000,0.0000001000
0.0000172000,0.0000013000,0.0000002000
0.0002064999,0.0000009000,0.0000002000
0.0000361999,0.0000013000,0.0000001000
0.0000446000,0.0000015000,0.0000001000
0.0000700000,0.0000009000,0.0000001000
0.0002509999,0.0000009000,0.0000002000
0.0002797999,0.0000054999,0.0000001000
0.0000430001,0.0000039999,0.0000001000
0.0001530000,0.0000034000,0.0000001000
0.0001144999,0.0000056000,0.0000001000
0.0000967999,0.0000029999,0.0000001000
0.0000539999,0.0000018000,0.0000001000
0.0000923000,0.0000034000,0.0000001000
0.0001568999,0.0000064000,0.0000001000
0.0006002000,0.0000033999,0.0000002000
0.0000477000,0.0000017000,0.0000001000
0.0000562000,0.0000025000,0.0000001000
0.0008386000,0.0000024000,0.0000003000
0.0002904000,0.0000023000,0.0000002000
0.0000228001,0.0000013000,0.0000002000
0.0000809000,0.0000028000,0.0000001000
0.0000242001,0.0000025999,0.0000001000
0.0000779000,0.0000022999,0.0000001000
0.0000300000,0.0000022000,0.0000002000
0.0001187000,0.0000021000,0.0000001000
0.0000042000,0.0000020000,0.0000002000
0.0000909000,0.0000020000,0.0000002000
0.0000196999,0.0000019000,0.0000001000
0.0000155000,0.0000007000,0.0000001000
0.0000220001,0.0000013000,0.0000002000
0.0001367001,0.0000018000,0.0000002000
0.0001143999,0.0000201000,0.0000002000
0.0000202000,0.0000023000,0.0000002000
0.0000410001,0.0000018000,0.0000001000
0.0000247001,0.0000016000,0.0000001000
0.0000225001,0.0000018000,0.0000001000
0.0000207000,0.0000008000,0.0000001000
0.0001188001,0.0000007000,0.0000001000
0.0000069999,0.0000035000,0.0000002000
0.0000280000,0.0000022000,0.0000001000
0.0000771000,0.0000015000,0.0000001000
0.0000943000,0.0000012000,0.0000001000
0.0001201000,0.0000017000,0.0000003000
0.0000945000,0.0000022999,0.0000001000
0.0001291999,0.0000022000,0.0000002000
0.0000989999,0.0000092000,0.0000001000
0.0001258000,0.0000028000,0.0000001000
0.0000722000,0.0000018000,0.0000002000
0.0000136000,0.0000018000,0.0000002000
0.0001304999,0.0000018000,0.0000001000
0.0001014001,0.0000018000,0.0000001000
0.0001498000,0.0000027999,0.0000001000
0.0001627000,0.0000019000,0.0000001000
0.0004714000,0.0000034000,0.0000002000
0.0000185000,0.0000020000,0.0000002000
0.0000603000,0.0000020000,0.0000002000
0.0001079000,0.0000046000,0.0000001000
0.0001183000,0.0000020000,0.0000001000
0.0000865001,0.0000038000,0.0000002000
0.0000879001,0.0000023000,0.0000002000
0.0000703000,0.0000033999,0.0000001000
0.0000766000,0.0000013000,0.0000001000
0.0001135999,0.0000057000,0.0000003000
0.0000921000,0.0000030999,0.0000001000
0.0001518000,0.0000150000,0.0000001000
0.0001173000,0.0000021999,0.0000001000
0.0000482000,0.0000013000,0.0000001000
0.0000324000,0.0000014000,0.0000001000
0.0000562000,0.0000018000,0.0000002000
0.0000365999,0.0000063999,0.0000001000
0.0000102001,0.0000025000,0.0000001000
0.0000155000,0.0000020000,0.0000001000
0.0000201000,0.0000012999,0.0000002000
0.0001086000,0.0000008000,0.0000001000
0.0000369000,0.0000008000,0.0000001000
0.0000660000,0.0000008999,0.0000002000
0.0003966000,0.0000009000,0.0000001000
0.0001688000,0.0000009000,0.0000002000
0.0003357000,0.0000028999,0.0000001000
0.0001322001,0.0000026999,0.0000002000
0.0002740000,0.0000051000,0.0000001000
0.0000526999,0.0000020000,0.0000001000
0.0002018999,0.0000013000,0.0000002000
0.0004472000,0.0000007000,0.0000001000
0.0000647000,0.0000005000,0.0000002000
0.0000992999,0.0000006000,0.0000001000
0.0002785999,0.0000005000,0.0000001000
0.0001285000,0.0000039000,0.0000002000
0.0002513999,0.0000018000,0.0000001000
0.0004135000,0.0000023000,0.0000001000
0.0001274000,0.0000011000,0.0000002000
0.0001035000,0.0000008000,0.0000001000
0.0001470000,0.0000013000,0.0000001000
0.0001314001,0.0000090001,0.0000001000
0.0000236001,0.0000088000,0.0000002000
0.0002682999,0.0000027000,0.0000001000
0.0002155000,0.0000025000,0.0000001000
0.0000247000,0.0000023000,0.0000002000
0.0000269001,0.0000017000,0.0000001000
0.0000774000,0.0000024000,0.0000001000
0.0000456000,0.0000015000,0.0000002000
0.0001675000,0.0000021000,0.0000001000
0.0000074001,0.0000021000,0.0000001000
0.0000766000,0.0000047000,0.0000002000
0.0000799000,0.0000024999,0.0000001000
0.0000440000,0.0000048000,0.0000001000
0.0005241000,0.0000033000,0.0000002000
0.0000817000,0.0000023000,0.0000000999
0.0000409000,0.0000094001,0.0000001000
0.0000767000,0.0000022000,0.0000001000
0.0000993001,0.0000010000,0.0000001000
0.0000481000,0.0000006000,0.0000002000
0.0001861000,0.0000007000,0.0000001000
0.0001580999,0.0000023000,0.0000001000
0.0002568000,0.0000025000,0.0000002000
0.0000159000,0.0000024000,0.0000001000
0.0001421000,0.0000025000,0.0000001000
0.0000920000,0.0000024999,0.0000001000
0.0000103001,0.0000033000,0.0000002000
0.0000303000,0.0000021000,0.0000001000
0.0000488000,0.0000018999,0.0000003000
0.0000685999,0.0000027000,0.0000001000
0.0001127999,0.0000048000,0.0000002000
0.0000975000,0.0000017000,0.0000001000
0.0000309000,0.0000021000,0.0000001000
0.0000150000,0.0000022999,0.0000002000
0.0000034000,0.0000017000,0.0000001000
0.0001009000,0.0000011999,0.0000001000
0.0000842001,0.0000071999,0.0000001000
0.0000523000,0.0000038999,0.0000001000
0.0000601000,0.0000017000,0.0000001000
0.0001156999,0.0000014000,0.0000000999
0.0000044000,0.0000022000,0.0000002000
0.0000915000,0.0000011000,0.0000002000
0.0000483999,0.0000006000,0.0000000999
0.0000038000,0.0000006000,0.0000001000
0.0000615000,0.0000006000,0.0000002000
0.0000331000,0.0000010000,0.0000001000
0.0000815999,0.0000018999,0.0000001000
0.0000955000,0.0000019000,0.0000002000
0.0000198000,0.0000008000,0.0000001000
0.0000449001,0.0000011000,0.0000002000
0.0000804000,0.0000014999,0.0000001000
0.0001577000,0.0000014000,0.0000001000
0.0000941000,0.0000020000,0.0000001000
0.0003131999,0.0000012000,0.0000001000
0.0002990001,0.0000007000,0.0000002000
0.0003414000,0.0000255000,0.0000001000
0.0001242000,0.0000050000,0.0000002000
0.0009728001,0.0000034000,0.0000001000
0.0028948999,0.0000038000,0.0000002000
0.0000652000,0.0000022000,0.0000003000
0.0007646000,0.0000034000,0.0000005000
0.0000229001,0.0000033000,0.0000002000
0.0003250000,0.0000022000,0.0000001000
0.0003333000,0.0000067001,0.0000001000
0.0002286000,0.0000052999,0.0000002000
0.0002351000,0.0000026000,0.0000002000
0.0002991001,0.0000177999,0.0000001000
0.0001522001,0.0000035000,0.0000001000
0.0001384000,0.0000045999,0.0000001000
0.0000833001,0.0000037000,0.0000002000
0.0001742000,0.0000015000,0.0000001000
0.0001985000,0.0000024000,0.0000002000
0.0001934000,0.0000039999,0.0000002000
0.0001273999,0.0000023000,0.0000002000
0.0000708001,0.0000025000,0.0000001000
0.0000329000,0.0000024000,0.0000002000
0.0002415000,0.0000040999,0.0000002000
0.0001467000,0.0000022000,0.0000001000
0.0001358000,0.0000092001,0.0000002000
0.0001080000,0.0000017000,0.0000002000
0.0002622000,0.0000009000,0.0000002000
0.0002959000,0.0000014000,0.0000002000
0.0004576001,0.0000037999,0.0000015000
0.0000996999,0.0000027000,0.0000002000
0.0001368000,0.0000020999,0.0000002000
0.0000190000,0.0000013000,0.0000002000
0.0001014001,0.0000020999,0.0000001000
0.0002674001,0.0000141000,0.0000002000
0.0001690000,0.0000020000,0.0000001000
0.0002062001,0.0000042000,0.0000002000
0.0000663000,0.0000015999,0.0000001000
0.0031514000,0.0000061999,0.0000001000
0.0004197001,0.0000019000,0.0000001000
0.0003940000,0.0000008000,0.0000001000
0.0001306999,0.0000011000,0.0000001000
0.0001397999,0.0000063999,0.0000001000
0.0011166000,0.0000049000,0.0000002000
0.0002646000,0.0000066001,0.0000002000
0.0000953000,0.0000033000,0.0000001000
0.0005975000,0.0000029000,0.0000001000
0.0002803999,0.0000024000,0.0000002000
0.0003659000,0.0000029000,0.0000002000
0.0001726000,0.0000021000,0.0000002000
0.0002343000,0.0000023000,0.0000001000
0.0000783999,0.0000199999,0.0000001000
0.0001239000,0.0000036000,0.0000001000
0.0002635999,0.0000037000,0.0000001000
0.0000691999,0.0000044000,0.0000001000
0.0001450001,0.0000029000,0.0000001000
0.0002262000,0.0000160000,0.0000001000
0.0002725000,0.0000019000,0.0000002000
0.0001240000,0.0000008000,0.0000002000
0.0001908999,0.0000016000,0.0000001000
0.0000315000,0.0000008000,0.0000001000
0.0003184001,0.0000082999,0.0000001000
0.0001617000,0.0000027000,0.0000003000
0.0001415000,0.0000021000,0.0000002000
0.0002100000,0.0000136000,0.0000001000
0.0001744000,0.0000028999,0.0000001000
0.0002368999,0.0000014000,0.0000001000
0.0001422000,0.0000029000,0.0000001000
0.0002297000,0.0000026000,0.0000001000
0.0001031000,0.0000023000,0.0000001000
0.0001205000,0.0000019000,0.0000002000
0.0001018001,0.0000036999,0.0000001000
0.0002292000,0.0000021000,0.0000001000
0.0004368001,0.0000008000,0.0000002000
0.0001612001,0.0000080001,0.0000001000
0.0001845000,0.0000028000,0.0000002000
0.0005740999,0.0000023000,0.0000003000
0.0005679000,0.0000014000,0.0000002000
0.0005060000,0.0000009000,0.0000002000
0.0002862000,0.0000015000,0.0000002000
0.0002085000,0.0000024000,0.0000001000
0.0002034000,0.0000101000,0.0000001000
0.0002677999,0.0000022000,0.0000002000
0.0000286001,0.0000016000,0.0000001000
0.0004548001,0.0000015000,0.0000001000
0.0002871001,0.0000007000,0.0000002000
0.0001842000,0.0000007000,0.0000001000
0.0000948000,0.0000076999,0.0000002000
0.0001231000,0.0000060000,0.0000001000
0.0001373000,0.0000022000,0.0000001000
0.0001560000,0.0000018000,0.0000001000
0.0000880000,0.0000037000,0.0000001000
0.0001525000,0.0000040000,0.0000001000
0.0000678999,0.0000034000,0.0000002000
0.0002368999,0.0000125001,0.0000001000
0.0001870000,0.0000113000,0.0000002000
0.0001248000,0.0000029000,0.0000001000
0.0001154999,0.0000029999,0.0000001000
0.0002475999,0.0000022000,0.0000002000
0.0000770999,0.0000051000,0.0000003000
0.0001465000,0.0000028000,0.0000001000
0.0002292000,0.0000021000,0.0000001000
0.0001477000,0.0000085001,0.0000001000
0.0000053000,0.0000021000,0.0000001000
0.0000656999,0.0000016000,0.0000001000
0.0001392000,0.0000014000,0.0000002000
0.0000804000,0.0000015000,0.0000001000
0.0001803000,0.0000008000,0.0000001000
0.0001598999,0.0000006000,0.0000001000
0.0001541000,0.0000005999,0.0000001000
0.0001112000,0.0000026999,0.0000001000
0.0001714000,0.0000023000,0.0000002000
0.0001925000,0.0000018000,0.0000001000
0.0000701001,0.0000007000,0.0000001000
0.0000250001,0.0000006000,0.0000001000
0.0001418000,0.0000005000,0.0000001000
0.0001329001,0.0000011000,0.0000001000
0.0000717000,0.0000007000,0.0000002000
0.0001504000,0.0000029000,0.0000003000
0.0000475000,0.0000025000,0.0000002000
0.0000281000,0.0000019000,0.0000001000
0.0000722000,0.0000013000,0.0000001000
0.0001061000,0.0000012000,0.0000001000
0.0000701000,0.0000014000,0.0000001000
0.0001723000,0.0000013000,0.0000001000
0.0000822999,0.0000036999,0.0000001000
0.0002368001,0.0000026000,0.0000002000
0.0002297999,0.0000022999,0.0000001000
0.0001581000,0.0000020000,0.0000001000
0.0000812000,0.0000028000,0.0000001000
0.0001854000,0.0000017000,0.0000001000
0.0000139000,0.0000112000,0.0000001000
0.0001428000,0.0000033000,0.0000001000
0.0000936000,0.0000034000,0.0000001000
0.0004472000,0.0000020000,0.0000001000
0.0003071999,0.0000025000,0.0000001000
0.0001492000,0.0000035000,0.0000002000
0.0002099000,0.0000056000,0.0000001000
0.0000902000,0.0000030000,0.0000003000
0.0001933000,0.0000015000,0.0000001000
0.0002886000,0.0000009000,0.0000001000
0.0002592000,0.0000019000,0.0000001000
0.0000665000,0.0000008000,0.0000001000
0.0002697001,0.0000015000,0.0000001000
0.0002365001,0.0000011000,0.0000002000
0.0003216000,0.0000007000,0.0000001000
0.0000961000,0.0000040000,0.0000002000
0.0003335000,0.0000024000,0.0000003000
0.0000890000,0.0000017000,0.0000002000
0.0000893000,0.0000007000,0.0000001000
0.0003002000,0.0000005000,0.0000001000
0.0000279000,0.0000006000,0.0000001000
0.0000844999,0.0000016999,0.0000001000
0.0001245000,0.0000022000,0.0000002000
0.0000989999,0.0000014000,0.0000001000
0.0000416000,0.0000032999,0.0000002000
0.0002520001,0.0000033000,0.0000001000
0.0000443000,0.0000632999,0.0000001000
0.0002454000,0.0000015999,0.0000001000
0.0002778999,0.0000009000,0.0000002000
0.0000143000,0.0000011000,0.0000001000
0.0000673000,0.0000023999,0.0000002000
0.0003803000,0.0000013000,0.0000001000
0.0001743000,0.0000009000,0.0000002000
0.0000908000,0.0000049000,0.0000002000
0.0002271000,0.0000020000,0.0000001000
0.0000053999,0.0000014000,0.0000002000
0.0001415999,0.0000021999,0.0000001000
0.0001175001,0.0000008000,0.0000001000
0.0001524000,0.0000012000,0.0000001000
0.0000303000,0.0000016000,0.0000002000
0.0001006000,0.0000026000,0.0000001000
0.0001070000,0.0000049000,0.0000001000
0.0001114000,0.0000035000,0.0000002000
0.0002958000,0.0000023000,0.0000001000
0.0000657000,0.0000032999,0.0000001999
0.0003201000,0.0000025999,0.0000001000
0.0005631000,0.0000031000,0.0000002000
0.0003872000,0.0000024000,0.0000001000
0.0002662000,0.0000048000,0.0000002000
0.0002385000,0.0000038000,0.0000001000
0.0002524999,0.0000032000,0.0000002000
0.0000212999,0.0000015000,0.0000001000
0.0000564001,0.0000016000,0.0000001000
0.0005126001,0.0000031999,0.0000002000
0.0001141001,0.0000039000,0.0000002000
0.0002290000,0.0000037999,0.0000001000
0.0001621001,0.0000016000,0.0000003000
0.0003146000,0.0000020000,0.0000001000
0.0002472000,0.0000013000,0.0000001000
0.0006648001,0.0000011000,0.0000001000
0.0001489000,0.0000012000,0.0000002000
0.0007461001,0.0000006000,0.0000001000
0.0006090001,0.0000040999,0.0000001000
0.0043258000,0.0000024000,0.0000002000
0.0000537999,0.0000016999,0.0000001000
0.0003550000,0.0000023000,0.0000001000
0.0001118000,0.0000010000,0.0000001000
0.0002391001,0.0000012000,0.0000001000
0.0002326000,0.0000012000,0.0000001000
0.0003463001,0.0000062000,0.0000002000
0.0000754000,0.0000044999,0.0000001000
0.0002772000,0.0000016000,0.0000002000
0.0000664999,0.0000006000,0.0000002000
0.0004265001,0.0000007000,0.0000001000
0.0002925000,0.0000046000,0.0000002000
0.0000425001,0.0000041000,0.0000001000
0.0000380001,0.0000023000,0.0000001000
0.0005558000,0.0000019000,0.0000002000
0.0003426999,0.0000010999,0.0000001000
0.0003291001,0.0000008999,0.0000001000
0.0003800001,0.0000010000,0.0000001000
0.0013220001,0.0000016000,0.0000001000
0.0000779000,0.0000057000,0.0000001000
0.0004848000,0.0000049000,0.0000002000
0.0004797999,0.0000197000,0.0000001000
0.0002211999,0.0000017000,0.0000001000
0.0000917000,0.0000018000,0.0000001000
0.0000412001,0.0000020000,0.0000002000
0.0000151000,0.0000008000,0.0000001000
0.0001191001,0.0000025000,0.0000001000
0.0000230999,0.0000032000,0.0000001000
0.0000268000,0.0000067001,0.0000001000
0.0000883000,0.0000035000,0.0000002000
0.0002286000,0.0000027000,0.0000001000
0.0001543000,0.0000026000,0.0000001000
0.0001067000,0.0000021000,0.0000001000
0.0001643001,0.0000039000,0.0000001000
0.0000493000,0.0000043000,0.0000002000
0.0000429000,0.0000037000,0.0000001000
0.0001285000,0.0000079001,0.0000003000
0.0000227999,0.0000032000,0.0000001000
0.0002743000,0.0000040000,0.0000001000
0.0002787000,0.0000048000,0.0000001000
0.0002567001,0.0000027000,0.0000001000
0.0001494000,0.0000059000,0.0000002000
0.0002072001,0.0000018000,0.0000001000
0.0001084000,0.0000012000,0.0000001000
0.0002170000,0.0000016000,0.0000002000
0.0002240000,0.0000020000,0.0000001000
0.0002450999,0.0000007000,0.0000001000
0.0000827000,0.0000006000,0.0000001000
0.0002428000,0.0000005000,0.0000001000
0.0000878000,0.0000018000,0.0000001000
0.0005180000,0.0000060999,0.0000001000
0.0002601000,0.0000024000,0.0000001000
0.0001502000,0.0000049000,0.0000002000
0.0000073001,0.0000035000,0.0000001000
0.0001680000,0.0000030000,0.0000001000
0.0001402999,0.0000014000,0.0000001000
0.0001402000,0.0000058999,0.0000002000
0.0006854000,0.0000120000,0.0000001000
0.0010415000,0.0000022000,0.0000001000
0.0000952000,0.0000023000,0.0000001000
0.0001049000,0.0000020999,0.0000001000
0.0001941001,0.0000013999,0.0000002000
0.0004550000,0.0000066999,0.0000003000
0.0006357001,0.0000014000,0.0000001000
0.0005380000,0.0000008000,0.0000003000
0.0008603999,0.0000026000,0.0000002000
0.0001422999,0.0000043000,0.0000002000
0.0003009000,0.0000026000,0.0000002000
0.0020599000,0.0000076001,0.0000001000
0.0004012000,0.0000010000,0.0000001000
0.0000138000,0.0000012000,0.0000002000
0.0002695000,0.0000008000,0.0000001000
0.0003726000,0.0000007000,0.0000001000
0.0009455001,0.0000005000,0.0000001000
0.0005283001,0.0000039999,0.0000002000
0.0008494999,0.0000068001,0.0000001000
0.0004622000,0.0000026000,0.0000001000
0.0000929000,0.0000016000,0.0000002000
0.0007871999,0.0000009000,0.0000001000
0.0008758000,0.0000006000,0.0000001000
0.0002534000,0.0000006000,0.0000002000
0.0002605000,0.0000011000,0.0000002000
0.0003947000,0.0000012999,0.0000001000
0.0005954000,0.0000039000,0.0000001000
0.0003192001,0.0000045000,0.0000001000
0.0003724000,0.0000049000,0.0000001000
0.0001826000,0.0000032000,0.0000001000
0.0001704000,0.0000021000,0.0000002000
0.0002531999,0.0000019000,0.0000001000
0.0001026000,0.0000107000,0.0000001000
0.0000363000,0.0000032000,0.0000001000
0.0001534000,0.0000028000,0.0000002000
0.0000811000,0.0000036000,0.0000001000
0.0000976000,0.0000034999,0.0000001000
0.0004929000,0.0000025000,0.0000001000
0.0002895000,0.0000022000,0.0000001000
0.0002420000,0.0000017000,0.0000002000
0.0000975999,0.0000010000,0.0000001000
0.0001807000,0.0000005000,0.0000001000
0.0001981000,0.0000006000,0.0000001000
0.0002003000,0.0000059000,0.0000002000
0.0002245001,0.0000044000,0.0000003000
0.0001918999,0.0000021000,0.0000001000
0.0001008000,0.0000009000,0.0000001000
0.0002019000,0.0000007000,0.0000002000
0.0005827000,0.0000006000,0.0000001000
0.0001974000,0.0000007000,0.0000001000
0.0001137999,0.0000021000,0.0000001000
0.0002461000,0.0000007000,0.0000001000
0.0001445001,0.0000023000,0.0000001000
0.0000780000,0.0000019000,0.0000002000
0.0001280999,0.0000015000,0.0000002000
0.0002053000,0.0000033000,0.0000001000
0.0002264000,0.0000022000,0.0000001000
0.0000197999,0.0000014000,0.0000001000
0.0002552001,0.0000020000,0.0000001000
0.0001729999,0.0000023000,0.0000002000
0.0001981000,0.0000025000,0.0000002000
0.0002499999,0.0000029000,0.0000001000
0.0002570000,0.0000008000,0.0000001000
0.0001326001,0.0000007000,0.0000001000
0.0003045000,0.0000005000,0.0000002000
0.0018312000,0.0000011000,0.0000001000
0.0008129000,0.0000012000,0.0000001000
0.0006847001,0.0000035000,0.0000002000
0.0005024000,0.0000027000,0.0000001000
0.0000745000,0.0000020000,0.0000001000
0.0007690999,0.0000017000,0.0000001000
0.0004871000,0.0000010000,0.0000001000
0.0000183000,0.0000006000,0.0000001000
0.0000394001,0.0000006000,0.0000001000
0.0002245000,0.0000020000,0.0000001000
0.0000962000,0.0000035999,0.0000001000
0.0001362000,0.0000019000,0.0000001000
0.0000962999,0.0000029000,0.0000001000
0.0001196000,0.0000014000,0.0000001000
0.0002311000,0.0000012000,0.0000001000
0.0002800000,0.0000022000,0.0000001000
0.0009411999,0.0000019000,0.0000001000
0.0016205000,0.0000056999,0.0000001000
0.0000206000,0.0000032000,0.0000001000
0.0005237000,0.0000025000,0.0000002000
0.0004511999,0.0000021000,0.0000002000
0.0003474000,0.0000028000,0.0000001000
0.0004095000,0.0000030000,0.0000001000
0.0003241000,0.0000019000,0.0000002000
0.0003139999,0.0000044000,0.0000001000
0.0000664000,0.0000020000,0.0000001000
0.0002771000,0.0000040000,0.0000002000
0.0029938000,0.0000038000,0.0000002000
0.0024849001,0.0000018000,0.0000002000
0.0004108000,0.0000023000,0.0000001000
0.0007870001,0.0000026000,0.0000001000
0.0002631999,0.0000038000,0.0000001000
0.0001988000,0.0000024000,0.0000001000
0.0002317000,0.0000024000,0.0000002000
0.0002871000,0.0000017000,0.0000001000
0.0002873000,0.0000009000,0.0000003000
0.0004578000,0.0000006000,0.0000001000
0.0004433000,0.0000006000,0.0000001000
0.0000889000,0.0000024999,0.0000001000
0.0002816000,0.0000053999,0.0000002000
